session_id,guest_id,user_id,party_id,record_source,event_type,category,sub_category,action,event_action,environment,service_line,natco_code,label,page_name,event_date,log_time,event_timestamp,user_device_type,user_device_os_name,page_url,user_type,user_login_type,page_section_name,segment,order_id,order_type,product_category,error_type,error_description,device_id,product_variant_name,contract_card_type,business_group,buying_option,product_name,entry_point,ab_experiment,ab_experiment_variant,ui_page_category,is_internal_employee,identifiers_customer_type,attribute_customer_type,attribute_checkout_type
fcbff8ce0343b9fbb81c9c7066a7a58c4bb5509ce941d30fa79fbc41e3d547ec7a503774697617d1cbc30600f0009553ed17402a16b9698a9b9bc11f39d119b5,8702f368-9db2-4d42-8323-3706cd05c12e,100049017300139777240001,,OneShop,event,acquisition,one-checkout,contentFillOut,,prod,ott,de,phoneNumber,checkout/personalInfo,2026-07-01,1782922664633,2026-07-01T16:17:44,phone,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
6aa124bf338bab76b9a7a4d514a5aa7bd53af854f32d3a832a7d2c858e89c57c75265b0878497efc597fb23bd2b211af576a2fb36b930faf5caa6f83ca1083c8,8783376f-6366-440b-8360-095505368329,,,OneShop,event,acquisition,,addToCart,,prod,mobile,de,product is added it,BASKET,2026-07-01,1782920629149,2026-07-01T15:43:49,phone,,https://www.telekom.de/shop/basket,,guest,,B2C,,,MOBILEPOSTPAID,,,,MagentaMobil XS,mainCard,TARIFF,plan only,MagentaMobil XS,,NA,NA,general,no,,,
498932fd3ef4004d5f0d1a10236e2515b165b4fa3fb5d95d55e323c8cebc636125dc08ee049d55ad1a92bddfad8ca7502618fd0a922676548fb996eb904e19bb,633a4ec9-d75f-42bb-8ed0-1e2028e272e3,,,OneShop,event,acquisition,,sideDrawerModalViewed,,prod,mobile,de,,BASKET,2026-07-01,1782897996597,2026-07-01T09:26:38,desktop,,https://www.telekom.de/shop/basket,,guest,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,
9a6fff7d5abaafa31bc66f0d92f541227b024e5c94cbeb7b3953625c67c849b391b636f8f669b49038e8f455bdfb2b1023732785fddb36fa03f8e28d1a07160d,ce668cb8-fbf5-4bc4-99a3-0df67b943e16,100049017300136799640001,,OneShop,event,acquisition,one-checkout,oneCheckoutInitiated,,prod,mobile,de,,checkout/personalInfo,2026-07-01,1782933687940,2026-07-01T19:21:27,desktop,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
d81444cacfbd2140170ea16c7405f381bb2069d881968140cb6b117ce7f027c066653191e43ea6028a9060e592941bdc048f49bc626923561e0df086ef13c8a0,11ca89fd-27bd-4ba6-8ded-baf628e9d04a,100049017300139797050001,,OneShop,event,acquisition,one-checkout,checkoutStepSubmitted,,prod,mobile,de,account,checkout/account,2026-07-01,1782931773171,2026-07-01T18:49:39,phone,,https://www.telekom.de/shop/one-checkout/account,,loggedin,,B2C,,,MOBILEPOSTPAID,,,,Smart Connect S mit Gerät,mainCard,TARIFF,bundle,Smart Connect S mit Gerät,,NA,NA,general,no,,NA,normal
c9f7ea165a9cab756eff3dc2b396e386b5109333e5d1605b7edc9a2ccf465c3511c530b13a4bf767b2268a9412792cd006df68e9d9f631fe043758a0d1b45824,864e254b-b10d-46e0-a56d-b06558db6ea1,100049017300081060170001,,OneShop,event,acquisition,one-checkout,checkoutSubStepSubmitted,,prod,ott,de,login - email verification code,checkout/account,2026-07-01,1782915226475,2026-07-01T14:13:53,phone,,https://www.telekom.de/shop/one-checkout/account,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
85415ebf07dcf707a7562217e36e7447072a7bfccce6d071e1cb7b08a91a81f48dd5f7d60a575ed71b1ce10a507de2f7c926c5b6a3a9a48b03554a2fe8333292,fa840b57-0159-4e17-aa08-cdde24eaae0d,,,OneShop,event,acquisition,one-checkout,checkoutSubStepViewed,,prod,ott,de,personal info form,checkout/personalInfo,2026-07-01,1782925697443,2026-07-01T17:08:18,phone,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
b1c25d21c8f5754bb9df67960f0ed251aba2361914fff8df11a140f1e4294b650b51ca1e70d2860ee3382c743664781cf98104a197b295b67ec0808bb3342838,36b4fd6b-55cf-43d9-8db9-f82141c5190d,100049015511281828560001,920db6b6-6389-4927-8696-58ae0d61ffe0,OneShop,event,tariffChange,one-checkout,checkoutStepViewed,,prod,fixed,de,consent,checkout/consent,2026-07-01,1782896758796,2026-07-01T09:05:59,desktop,,https://www.telekom.de/shop/one-checkout/consent,,loggedin,,B2C,,,Fixed Service/addon/broadbandAddon,,,,Heimnetz-Diagnose,,AUTOMATIC_ONTOP_ADDONS,plan only,Heimnetz-Diagnose,,NA,NA,general,no,brownfield,NA,express-checkout
844870f3c6b758ba1309c102569ef1a9ed00499d16d300705174b3410b0e0a652a4870864bbd87fda1d618f361ad1d0094cf6e90be92c51a3d3d3a7779b6218c,6565360d-1c9c-44b5-83e1-ad6f9ca447ad,,,OneShop,event,acquisition,one-checkout,PageView,,prod,ott,de,account,checkout/account,2026-07-01,1782869265465,2026-07-01T01:27:46,phone,,https://www.telekom.de/shop/one-checkout/account,,guest,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,normal
576af9a2a887a155e748f153aba6ae199c52fda4c75ae94a1e39e2676d1ca5b1732c35411efc0ac827cc526b4b1e26b9b97861cc553c79c2e0ba807b76ad12b8,9602bd37-faae-4043-a177-29180af30906,100049015520016580650001,226ed64c-13d6-46fd-8eef-18b1b843791e,OneShop,event,acquisition,,ctaClicks,,prod,ott,de,dtLogoIcon,checkout/OrderConfirmation,2026-07-01,1782876853382,2026-07-01T03:34:13,desktop,,https://www.telekom.de/shop/order-confirmation,,loggedin,,B2C,,,,,,,,,,,dtLogoIcon,,NA,NA,NA,no,,,
2765591445dc524ccce77ad3c46fabd76959f33ed385b3c951347e6452f2b181d0552f01445af0c6f1c6637db7f84c862b35b33e0c5a4fb4cfc4d8732b9df3cb,8a30e1ee-c983-426e-97a9-123dce0fbacf,100049017300139705770001,,OneShop,event,acquisition,one-checkout,contentFillOut,,prod,mobile,de,cvv,checkout/payment,2026-07-01,1782871476314,2026-07-01T02:04:36,phone,,https://www.telekom.de/shop/one-checkout/payment,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
5848a381203343906b124793dfe27ef345549323ae7618b644a1e1f136a664f0cb9dc46c531f4c2ade63c44786e75d47426ee37d3ff8a3f3c231a9e4f8743922,72433114-c4a1-45f3-ac75-0963cffb391e,,,OneShop,event,acquisition,,popupAppears,,prod,NA,de,magenta 1 benefit removed,BASKET,2026-07-01,1782856922795,2026-06-30T22:02:03,phone,,https://www.telekom.de/shop/basket,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,
714665fb56dee500a2d53f2e7f82a488627e901b4da0b5380f7bdcff45891ec879802b6423e272aae8dd67818741cb30cb7e1926e5b3ebf7c4b73053a8b1bed6,bff8a375-3979-4c70-9037-a10e8838d32c,100049015520019981910001,,OneShop,event,acquisition,one-checkout,checkoutStepViewed,,prod,ott,de,payment,checkout/payment,2026-07-01,1782859088586,2026-06-30T22:38:09,desktop,,https://www.telekom.de/shop/one-checkout/payment,existing,loggedin,,B2C,,,tariff_mobile_postpaid,,,,MagentaTV Flex,,TARIFF,plan only,MagentaTV Flex,,NA,NA,general,no,greenfield,NA,normal
b5b0f8cc21e7fc20f82b1eaa519ab6e524fb7d6ca23fa9f03dd186f77437f8c3650505137be8eefebfc7293121b636577b9ee7ac4fe80f6829c3805469511fd0,1450355c-dc2c-4bbf-b078-994cc2bb217d,100049015511419241340001,02314421-f719-3bbc-9fee-9f902a8edab5,OneShop,event,acquisition,one-checkout,checkoutStepViewed,,prod,fixed,de,shipping,checkout/shipping,2026-07-01,1782859717187,2026-06-30T22:48:37,phone,,https://www.telekom.de/shop/one-checkout/shipping,,loggedin,,B2C,,,Fixed Service/hardware/internetAccount,,,,Glasfaser Modem 2,,MOBILE_DEVICE,device only,Glasfaser Modem 2,,NA,NA,general,no,brownfield,private,normal
b9f2ec0c3a6b3b400bd393b811568765093998d505a8cb077f003fdf299270f1251347d62fc69ed2582742e7cf4d646dca3ea6b47439b96a0b5f4c3ce9d814a3,55345564-70bc-4493-83d2-2957074861e2,100049015520019986520001,,OneShop,event,acquisition,one-checkout,contentFillOut,,prod,ott,de,phoneNumber,checkout/personalInfo,2026-07-01,1782866648042,2026-07-01T00:44:08,phone,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
a29df4506e850ac47ea632f60993797c202dc9916b8a6934dc66a9d61fd2eddcd936b4c77866b8961ad97c340562f8fb3277635e02c6d97541b0bc753116b0a1,7197d48f-67b6-4010-9a12-7a6aacc37fd1,100049015990216401620001,bafd5c9f-968f-4b7f-80e3-0cfad6465fd4,OneShop,event,acquisition,,basket trigger,,prod,ott,de,,BASKET,2026-07-01,1782865979273,2026-07-01T00:32:59,desktop,,https://www.telekom.de/shop/basket,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,
cac8e749075625a41d4f76653770d679a87984a0337e065b6b7cc803d2ddaa14bdbacf5fe852479982713b82777e032a4cd3446fdc09692710b432fc692a90b1,bb6f589d-833c-4028-80dc-9f013b5a5f21,,,OneShop,event,acquisition,one-checkout,purchaseSuccess,,prod,ott,de,,checkout/consent,2026-07-01,1782866506017,2026-07-01T00:41:47,phone,,https://www.telekom.de/shop/one-checkout/consent,existing,loggedin,,B2C,bd867e77-592f-44f7-aabe-cb2029e2a772,activation,OTTTV,,,,MagentaTV Flex,,TARIFF,plan only,MagentaTV Flex,,NA,NA,general,no,greenfield,NA,normal
774f1ef392686a24bca1fcfd3bb9a388005c8588062c65ea633d7f9bf48994dc6abb756306ee5f183b28ff757837fcc88220229b0c114abcd9a5c3141647be09,410bbb42-3a5e-41e5-9476-c440ac076a33,100049017300139704440001,,OneShop,event,acquisition,one-checkout,contentFillOut,,prod,mobile,de,placeAndZip,checkout/personalInfo,2026-07-01,1782861504240,2026-06-30T23:18:24,desktop,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
84bb2440162e00aaeb5a20d07ff580524cb6ece320b4e336a0876ef5fa9aeac35dfd8466075c87790cf98f2578e17b7357fe1d01f05f4aabab6928e59622beee,84428fcb-c00d-4e2d-bc17-db469e02ffcd,,,OneShop,event,acquisition,,clickInteractions,,prod,ott,de,start streaming,checkout/OrderConfirmation,2026-07-01,1782860877162,2026-06-30T23:07:57,phone,,https://www.telekom.de/shop/order-confirmation,,loggedin,start streaming,B2C,,,,,,,,,,,,,NA,NA,NA,no,greenfield,,
,538cf5d2-1464-4781-adcf-b5bed83d988b,,,OneShop,cart,acquisition,,cart update,,prod,ott,de,product is added it,BASKET,2026-07-01,1782858415439,2026-06-30T22:26:56,desktop,,https://www.telekom.de/shop/basket,,guest,,B2C,,,OTTTV,,,,MagentaTV Flex,,TARIFF,,MagentaTV Flex,,NA,NA,general,no,,,
d522f3eb4e0f4585afe10735b0699edf0b268818dc9a667693011f8597b5d53a0da4d0756049061adc2a39618f246e696d945d4e9e8356628c3cb064ffd9aebe,208bb60d-a148-4b4b-85b1-0396d1847cf8,,,OneShop,event,acquisition,,popupAppears,,prod,NA,de,magenta 1 benefit removed,BASKET,2026-07-01,1782869521011,2026-07-01T01:32:01,phone,,https://www.telekom.de/shop/basket,,guest,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,
8d4095b0ef6b0f3ee1ced79760467af6822fcb53de367fcaa5d5c5b22942e8b7aded895c92e3574c9eb082a7667a8b271e5d8cd90a3945781e591301e10b9c83,5a74a3ed-e0b2-4d1d-b365-208d067302bb,,,OneShop,event,acquisition,one-checkout,checkoutSubStepSubmitted,,prod,ott,de,personal info form,checkout/personalInfo,2026-07-01,1782858706817,2026-06-30T22:31:46,phone,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
8dda45a1701287928d9de0d31bc81e5a723f2501957e28d97e3fc1ea524a4cd60b576a2a28d8d906fbaf759ebd51ce6e22c32eacafac203767b6e3c1286126dc,8dd502d4-2d5b-4109-882f-1b382ed5d3ad,100049015520013905480001,d73918bf-1426-4c2f-91ac-f48355484787,OneShop,event,acquisition,,sideDrawerModalViewed,,prod,NA,de,,BASKET,2026-07-01,1782934913328,2026-07-01T19:41:55,desktop,,https://www.telekom.de/shop/basket,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,
02702ae8cc1866391231c0f3954dd5ded903bb9347c3c2c4a4b8e528bd95561e71a6b0a4e840a06ac44d20d98c5aab93d28dcb4effd787b8159ecba74bddb1bd,0ee60e4e-c2a0-444c-8202-4743622d9989,100049017300137432200001,fb03bce5-f187-4806-89fd-ca94d6377a77,OneShop,event,tariffChange,one-checkout,clickInteractions,,prod,ott,de,place order,checkout/consent,2026-07-01,1782863121903,2026-06-30T23:45:21,phone,,https://www.telekom.de/shop/one-checkout/consent,,loggedin,place order,B2C,,,,,,,,,,,place order,,NA,NA,general,no,brownfield,,normal
0c5a5ed9666dd96402d1881f60cdf3f865543cbda4a0b14ddd38571373a4b51a4145ae55bf63c6da18bd403d86d305e548acf52ef733447569cbf900a5629cda,f7066676-c8db-401e-ad4e-45b5e8b5219a,,,OneShop,event,acquisition,one-checkout,checkoutSubStepViewed,,prod,ott,de,registration form,checkout/account,2026-07-01,1782872072248,2026-07-01T02:14:33,desktop,,https://www.telekom.de/shop/one-checkout/account,,guest,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,normal
e2ad5ce7084064e34212fdd1db9002d6aa0099adc4324770aabd9c4af0cda09799c0ae7155f15a709c244ef73dae828f911e8b052b54d89abdbc4b06985d3ce4,2377a0a8-5f17-418e-8b62-0960c658b608,,,OneShop,event,acquisition,,addToCart,,prod,mobile,de,product is added it,BASKET,2026-07-01,1782881036270,2026-07-01T04:43:57,desktop,,https://www.telekom.de/shop/basket,,guest,,B2C,,,MOBILEPOSTPAID,,,,MagentaMobil S Young,mainCard,TARIFF,plan only,MagentaMobil S Young,,NA,NA,general,no,,,
b8f8798b12caedb9156e13cc17850cbcc952524c67682dbcf47b0ec4f7b183ce65d7239c5e0638770a623c873487289bcba99411a152c989a9a5ae92b0ffc10d,af8b5a41-fc3b-40f3-9148-6621b85e8eb2,100049015520019979170001,,OneShop,event,acquisition,one-checkout,paymentReturnedFromGateway,,prod,ott,de,payment returned from gateway,checkout/payment,2026-07-01,1782858289698,2026-06-30T22:24:50,desktop,,https://www.telekom.de/shop/one-checkout/payment,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,brownfield,,normal
8456fbe71ad26470b233c0127c449d4c5c21f17f5f230f7f8535e3e9a36f3abc53e5d8606989fa7ff7f4e4ed713d22926769f371fad637f6235f59ede423674d,395e5d43-7461-4d3d-91bb-40f6e44ede4b,,,OneShop,event,acquisition,one-checkout,clickInteractions,,prod,ott,de,Weiter,checkout/account,2026-07-01,1782858697557,2026-06-30T22:31:37,phone,,https://www.telekom.de/shop/one-checkout/account,,guest,Weiter,B2C,,,,,,,,,,,,,NA,NA,general,no,,,normal
52ed12a06d8334b5ea08a841e8422607cb5e5d0302d60c1e9fefa425753b9f8416d7c46d9abfe7508ca12895a9876341925fa8acc7674f71c21988010640012f,40857464-5e4a-4bf4-827c-cb9a5e41b77f,100049015990150809420001,,OneShop,event,acquisition,one-checkout,checkoutSubStepSubmitted,,prod,mobile,de,personal info form,checkout/personalInfo,2026-07-01,1782858018687,2026-06-30T22:20:19,desktop,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
0b98c924ec8f85987acd30a559faeb66c5156428cc6c2a3042581cfce97645448fc7348826a1bd8f911e2ee6793df3a2134e12f42a6fc4303c267716a89711cd,35a107fc-5635-435d-b01e-2d86cfdb9b71,,,OneShop,event,acquisition,one-checkout,checkoutSubStepSubmitted,,prod,ott,de,login or registration,checkout/account,2026-07-01,1782857695324,2026-06-30T22:14:56,phone,,https://www.telekom.de/shop/one-checkout/account,,guest,,B2C,,,,,,,,,,,,,NA,NA,general,no,,,normal
6ffc92105367b64e96a7039a06f0a6496766bc51fda1bd4376d56c205782d544277b421b19a055984f3a070efabd3a2c4e9f5dd7c15ef87b570fe83b17536ae6,a0e3f37d-b4a2-4847-9aea-2be4c5100960,100049015520019978890001,,OneShop,event,acquisition,one-checkout,oneCheckoutInitiated,,prod,ott,de,,checkout/payment,2026-07-01,1782858203810,2026-06-30T22:23:25,phone,,https://www.telekom.de/shop/one-checkout/payment,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,brownfield,,normal
840a6e895b9f8f5d24899b15ec6e060ab175c136d64042194629bee1a7114df290158b3024a920874f42b0953d1521465c02722da4d335f6d2343d2a610592bb,30e180c5-ce20-4d25-980a-acc376de2631,100049015510145239200001,5d4927f2-81ca-41c7-98f8-ee814eb5fb1e,OneShop,cart,acquisition,,cart update,,prod,fixed,de,product is added it,BASKET,2026-07-01,1782882129063,2026-07-01T05:02:09,phone,,https://www.telekom.de/shop/basket,,loggedin,,B2C,,,Fixed Service/addon/broadbandAddon,,,,Heimnetz-Diagnose,,AUTOMATIC_ONTOP_ADDONS,,Heimnetz-Diagnose,,NA,NA,general,no,,,
ae22c2bbe8ed7afb1d162295495a69dd57960fed91769dd94b44cff7313f83b266d18ecd34c04ca8e72c1144d4f6bed79c52f48ed06f64d2822ca3e9fd8923dc,4a9ba050-019c-4aaf-822b-9ea295ad3c63,100049015520019988450001,,OneShop,event,acquisition,one-checkout,clickInteractions,,prod,ott,de,place order,checkout/consent,2026-07-01,1782868331867,2026-07-01T01:12:12,phone,,https://www.telekom.de/shop/one-checkout/consent,,loggedin,place order,B2C,,,,,,,,,,,place order,,NA,NA,general,no,greenfield,,normal
5354e9252b15fea13f378e610d7a2badf9918c1006af909a93f15fa3030cb5857e41572e6d8748a5e21dd65b49db548553538977c1d5df8f9ef687cc75206fc6,4567686b-54b7-4ddd-a125-fe40f50badd1,100049017300139695480001,,OneShop,event,acquisition,one-checkout,oneCheckoutInitiated,,prod,ott,de,,checkout/account,2026-07-01,1782873309685,2026-07-01T02:35:10,phone,,https://www.telekom.de/shop/one-checkout/account,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
2ca73d61c0f5d5e3e2e2f5da00a6168b0bf7d5684535bc143eedfd6c64c45ea08a73e5f1e5490f65732a74a2292f2326eff5043f7d1145a4ebb8d45d8aac20d7,7fdfccde-abbd-46cf-9358-f1da48403812,100049017300083507590001,,OneShop,event,acquisition,one-checkout,checkoutSubStepSubmitted,,prod,ott,de,personal info form,checkout/personalInfo,2026-07-01,1782856903060,2026-06-30T22:01:43,phone,,https://www.telekom.de/shop/one-checkout/personalInfo,,loggedin,,B2C,,,,,,,,,,,,,NA,NA,general,no,greenfield,,normal
1c467098407bd1bcdea13d5653e0d62054ba0aa7f2ee9afca0dc0cda3df9260aca4f8fea18cb8f6186520086fac16651c4b84ab97557fa3603a6cce033460b7d,ddc12f90-6a20-4cc4-8c0d-e7967797aece,,,OneShop,event,acquisition,one-checkout,paymentInitiated,,prod,ott,de,payment Initiated,checkout/payment,2026-07-01,1782857482395,2026-06-30T22:11:23,phone,,https://www.telekom.de/shop/one-checkout/payment,existing,loggedin,,B2C,,,OTTTV,,,,MagentaTV Flex,,TARIFF,,MagentaTV Flex,,NA,NA,general,no,greenfield,,normal
ca1b4c3dc9b971bcbfca570837e18b0f4cf7b101d97dfca8d31524e9e50e5d2ecc9bc546bf99618295f388650c82b54825cf63f03c38b1239fd52252da73958d,ac498ad8-fc85-4103-bb91-17b93d3bbaee,100049015511305119360001,514f4b8e-62a0-4852-a4c1-62cc8ccc352a,OneShop,event,acquisition,,addToCart,,prod,mobile,de,product is added it,BASKET,2026-07-01,1782857336932,2026-06-30T22:08:57,desktop,,https://www.telekom.de/shop/basket,,loggedin,,B2C,,,Devices,,,,Unfall- und Diebstahlschutz,,DEVICE_INSURANCE,plan only,Insure MyMobile L,,NA,NA,general,no,,,
